author_name,file_name
Dennis Tang,app/models/project_services/jira_service.rb
Dennis Tang,app/models/project_services/kubernetes_service.rb
Dennis Tang,app/models/project_services/mock_ci_service.rb
Dennis Tang,app/models/project_services/prometheus_service.rb
Dennis Tang,app/models/project_services/redmine_service.rb
Dennis Tang,app/models/project_services/teamcity_service.rb
Dennis Tang,app/models/remote_mirror.rb
Dennis Tang,app/models/timelog.rb
Dennis Tang,app/serializers/cluster_application_entity.rb
Dennis Tang,app/services/ci/register_job_service.rb
Dennis Tang,app/services/clusters/applications/install_service.rb
Dennis Tang,app/services/issuable_base_service.rb
Dennis Tang,app/services/projects/import_service.rb
Dennis Tang,app/services/projects/participants_service.rb
Dennis Tang,app/validators/addressable_url_validator.rb
Dennis Tang,app/validators/importable_url_validator.rb
Dennis Tang,app/validators/public_url_validator.rb
Dennis Tang,app/validators/url_placeholder_validator.rb
Dennis Tang,app/validators/url_validator.rb
Dennis Tang,app/views/admin/applications/_form.html.haml
Dennis Tang,app/views/admin/labels/_form.html.haml
Dennis Tang,app/views/admin/logs/show.html.haml
Dennis Tang,app/views/errors/_footer.html.haml
Dennis Tang,app/views/errors/access_denied.html.haml
Dennis Tang,app/views/errors/not_found.html.haml
Dennis Tang,app/views/help/_shortcuts.html.haml
Dennis Tang,app/views/ide/index.html.haml
Dennis Tang,app/views/import/fogbugz/new.html.haml
Dennis Tang,app/views/layouts/errors.html.haml
Dennis Tang,app/views/notify/merge_request_unmergeable_email.html.haml
Dennis Tang,app/views/notify/merge_request_unmergeable_email.text.haml
Dennis Tang,app/views/profiles/preferences/show.html.haml
Dennis Tang,app/views/profiles/show.html.haml
Dennis Tang,app/views/projects/_bitbucket_import_modal.html.haml
Dennis Tang,app/views/projects/_gitlab_import_modal.html.haml
Dennis Tang,app/views/projects/_issuable_by_email.html.haml
Dennis Tang,app/views/projects/blob/_new_dir.html.haml
Dennis Tang,app/views/projects/blob/_remove.html.haml
Dennis Tang,app/views/projects/blob/_upload.html.haml
Dennis Tang,app/views/projects/branches/_delete_protected_modal.html.haml
Dennis Tang,app/views/projects/clusters/show.html.haml
